grant_id;is_approved;research_area;n_partners
309;FALSE;Humanities and Social Sciences;0
310;TRUE;Biology and Medicine;1
311;TRUE;"Mathematics, Natural and
Engineering Sciences";0
312;FALSE;Biology and Medicine;2
313;FALSE;Biology and Medicine;2
314;TRUE;Biology and Medicine;0
315;FALSE;Biology and Medicine;1
316;TRUE;Humanities and Social Sciences;0
317;TRUE;"Mathematics, Natural and
Engineering Sciences";5
318;FALSE;Humanities and Social Sciences;0
319;FALSE;Biology and Medicine;0
320;TRUE;"Mathematics, Natural and
Engineering Sciences";2
321;FALSE;Humanities and Social Sciences;13
322;TRUE;"Mathematics, Natural and
Engineering Sciences";0
323;TRUE;Biology and Medicine;0
324;TRUE;"Mathematics, Natural and
Engineering Sciences";0
325;FALSE;Humanities and Social Sciences;0
326;FALSE;"Mathematics, Natural and
Engineering Sciences";0
327;TRUE;Biology and Medicine;0
328;FALSE;Biology and Medicine;3
329;TRUE;"Mathematics, Natural and
Engineering Sciences";0
330;FALSE;Biology and Medicine;0
331;FALSE;"Mathematics, Natural and
Engineering Sciences";1
332;TRUE;Humanities and Social Sciences;1
333;FALSE;Humanities and Social Sciences;6
334;FALSE;Humanities and Social Sciences;0
335;TRUE;"Mathematics, Natural and
Engineering Sciences";0
336;FALSE;Humanities and Social Sciences;1
337;FALSE;Humanities and Social Sciences;0
338;FALSE;Biology and Medicine;3
339;FALSE;"Mathematics, Natural and
Engineering Sciences";1
340;FALSE;"Mathematics, Natural and
Engineering Sciences";0
341;TRUE;Biology and Medicine;3
342;FALSE;Biology and Medicine;0
343;TRUE;Biology and Medicine;0
344;FALSE;"Mathematics, Natural and
Engineering Sciences";0
345;FALSE;Biology and Medicine;8
346;FALSE;"Mathematics, Natural and
Engineering Sciences";0
347;TRUE;"Mathematics, Natural and
Engineering Sciences";0
348;FALSE;Biology and Medicine;3
349;TRUE;"Mathematics, Natural and
Engineering Sciences";0
350;FALSE;Humanities and Social Sciences;3
351;FALSE;Humanities and Social Sciences;0
352;FALSE;"Mathematics, Natural and
Engineering Sciences";1
353;TRUE;Humanities and Social Sciences;4
354;FALSE;Biology and Medicine;1
355;FALSE;Biology and Medicine;6
356;FALSE;Biology and Medicine;1
357;FALSE;Biology and Medicine;1
358;TRUE;Biology and Medicine;0
359;FALSE;Biology and Medicine;0
360;FALSE;Humanities and Social Sciences;1
361;FALSE;Humanities and Social Sciences;0
362;TRUE;"Mathematics, Natural and
Engineering Sciences";0
363;TRUE;Biology and Medicine;2
364;FALSE;Humanities and Social Sciences;3
365;FALSE;Biology and Medicine;1
366;FALSE;"Mathematics, Natural and
Engineering Sciences";4
367;TRUE;"Mathematics, Natural and
Engineering Sciences";0
368;TRUE;"Mathematics, Natural and
Engineering Sciences";1
369;TRUE;"Mathematics, Natural and
Engineering Sciences";4
370;FALSE;Biology and Medicine;1
371;TRUE;"Mathematics, Natural and
Engineering Sciences";2
372;TRUE;Humanities and Social Sciences;0
373;FALSE;Humanities and Social Sciences;6
374;TRUE;"Mathematics, Natural and
Engineering Sciences";10
375;TRUE;Humanities and Social Sciences;6
376;TRUE;"Mathematics, Natural and
Engineering Sciences";0
377;TRUE;"Mathematics, Natural and
Engineering Sciences";0
378;TRUE;Biology and Medicine;6
379;FALSE;"Mathematics, Natural and
Engineering Sciences";1
380;FALSE;Humanities and Social Sciences;0
381;TRUE;"Mathematics, Natural and
Engineering Sciences";0
382;FALSE;"Mathematics, Natural and
Engineering Sciences";0
383;FALSE;Humanities and Social Sciences;0
384;FALSE;"Mathematics, Natural and
Engineering Sciences";0
385;FALSE;Biology and Medicine;3
386;FALSE;"Mathematics, Natural and
Engineering Sciences";0
387;TRUE;Biology and Medicine;2
388;FALSE;Humanities and Social Sciences;0
389;TRUE;Biology and Medicine;0
390;TRUE;Biology and Medicine;0
391;TRUE;Biology and Medicine;3
392;TRUE;Biology and Medicine;2
393;TRUE;"Mathematics, Natural and
Engineering Sciences";0
394;FALSE;Biology and Medicine;1
395;TRUE;Humanities and Social Sciences;0
396;FALSE;"Mathematics, Natural and
Engineering Sciences";0
397;FALSE;Humanities and Social Sciences;4
398;TRUE;Humanities and Social Sciences;1
399;FALSE;"Mathematics, Natural and
Engineering Sciences";0
400;TRUE;Humanities and Social Sciences;0
401;FALSE;"Mathematics, Natural and
Engineering Sciences";3
402;TRUE;Humanities and Social Sciences;2
403;TRUE;Biology and Medicine;0
404;TRUE;Humanities and Social Sciences;4
405;TRUE;"Mathematics, Natural and
Engineering Sciences";1
406;FALSE;Humanities and Social Sciences;5
407;TRUE;Biology and Medicine;1
408;TRUE;Humanities and Social Sciences;0
409;FALSE;Humanities and Social Sciences;0
410;FALSE;Humanities and Social Sciences;7
411;TRUE;Biology and Medicine;0
412;TRUE;Humanities and Social Sciences;0
413;FALSE;"Mathematics, Natural and
Engineering Sciences";0
414;TRUE;"Mathematics, Natural and
Engineering Sciences";0
415;FALSE;Biology and Medicine;1
416;FALSE;Humanities and Social Sciences;0
417;TRUE;"Mathematics, Natural and
Engineering Sciences";0
418;FALSE;"Mathematics, Natural and
Engineering Sciences";4
419;TRUE;"Mathematics, Natural and
Engineering Sciences";0
420;TRUE;Biology and Medicine;0
421;FALSE;Biology and Medicine;0
422;FALSE;"Mathematics, Natural and
Engineering Sciences";0
423;FALSE;Biology and Medicine;2
424;TRUE;Humanities and Social Sciences;0
425;TRUE;"Mathematics, Natural and
Engineering Sciences";0
426;TRUE;Humanities and Social Sciences;0
427;FALSE;Biology and Medicine;3
428;TRUE;Biology and Medicine;0
429;TRUE;Biology and Medicine;1
430;TRUE;Humanities and Social Sciences;1
431;FALSE;"Mathematics, Natural and
Engineering Sciences";4
432;TRUE;"Mathematics, Natural and
Engineering Sciences";0
433;TRUE;Humanities and Social Sciences;1
434;TRUE;"Mathematics, Natural and
Engineering Sciences";0
435;TRUE;Humanities and Social Sciences;3
436;TRUE;Biology and Medicine;4
437;FALSE;Humanities and Social Sciences;6
438;FALSE;Biology and Medicine;1
439;TRUE;Biology and Medicine;1
440;FALSE;Biology and Medicine;4
441;FALSE;Biology and Medicine;0
442;FALSE;Biology and Medicine;0
443;FALSE;Humanities and Social Sciences;0
444;FALSE;Humanities and Social Sciences;0
445;TRUE;"Mathematics, Natural and
Engineering Sciences";0
446;TRUE;Biology and Medicine;0
447;FALSE;"Mathematics, Natural and
Engineering Sciences";1
448;TRUE;"Mathematics, Natural and
Engineering Sciences";4
449;FALSE;"Mathematics, Natural and
Engineering Sciences";6
450;TRUE;Humanities and Social Sciences;2
451;TRUE;Humanities and Social Sciences;0
452;FALSE;Biology and Medicine;0
453;TRUE;"Mathematics, Natural and
Engineering Sciences";0
454;TRUE;"Mathematics, Natural and
Engineering Sciences";0
455;TRUE;Humanities and Social Sciences;0
456;FALSE;Biology and Medicine;2
457;FALSE;"Mathematics, Natural and
Engineering Sciences";3
458;FALSE;"Mathematics, Natural and
Engineering Sciences";6
459;TRUE;"Mathematics, Natural and
Engineering Sciences";0
460;FALSE;Humanities and Social Sciences;0
461;FALSE;"Mathematics, Natural and
Engineering Sciences";0
462;FALSE;Humanities and Social Sciences;5
463;TRUE;Humanities and Social Sciences;0
464;TRUE;Biology and Medicine;2
465;FALSE;Humanities and Social Sciences;0
466;TRUE;Biology and Medicine;0
467;TRUE;"Mathematics, Natural and
Engineering Sciences";0
468;FALSE;"Mathematics, Natural and
Engineering Sciences";3
469;FALSE;Biology and Medicine;3
470;TRUE;"Mathematics, Natural and
Engineering Sciences";6
471;FALSE;Biology and Medicine;2
472;TRUE;"Mathematics, Natural and
Engineering Sciences";0
473;TRUE;Biology and Medicine;9
474;FALSE;"Mathematics, Natural and
Engineering Sciences";0
475;FALSE;Humanities and Social Sciences;0
476;FALSE;Biology and Medicine;2
477;FALSE;Humanities and Social Sciences;2
478;TRUE;Biology and Medicine;4
479;TRUE;"Mathematics, Natural and
Engineering Sciences";4
480;FALSE;Humanities and Social Sciences;1
481;TRUE;"Mathematics, Natural and
Engineering Sciences";5
482;TRUE;Biology and Medicine;0
483;FALSE;"Mathematics, Natural and
Engineering Sciences";1
484;TRUE;Biology and Medicine;9
485;TRUE;"Mathematics, Natural and
Engineering Sciences";2
486;FALSE;Biology and Medicine;3
487;TRUE;Biology and Medicine;0
488;FALSE;Humanities and Social Sciences;0
489;TRUE;"Mathematics, Natural and
Engineering Sciences";1
490;TRUE;"Mathematics, Natural and
Engineering Sciences";1
491;FALSE;"Mathematics, Natural and
Engineering Sciences";3
492;FALSE;Biology and Medicine;3
493;FALSE;Biology and Medicine;8
494;TRUE;Biology and Medicine;2
495;TRUE;Biology and Medicine;0
496;FALSE;"Mathematics, Natural and
Engineering Sciences";0
497;TRUE;Biology and Medicine;2
498;FALSE;Humanities and Social Sciences;1
499;TRUE;"Mathematics, Natural and
Engineering Sciences";0
500;FALSE;Biology and Medicine;1
501;TRUE;"Mathematics, Natural and
Engineering Sciences";2
502;FALSE;"Mathematics, Natural and
Engineering Sciences";1
503;FALSE;"Mathematics, Natural and
Engineering Sciences";0
504;TRUE;Biology and Medicine;5
505;FALSE;"Mathematics, Natural and
Engineering Sciences";2
506;FALSE;Biology and Medicine;1
507;FALSE;Biology and Medicine;2
508;TRUE;"Mathematics, Natural and
Engineering Sciences";1
509;FALSE;Biology and Medicine;4
510;FALSE;Humanities and Social Sciences;0
511;TRUE;Biology and Medicine;2
512;FALSE;Humanities and Social Sciences;3
513;TRUE;Humanities and Social Sciences;0
514;FALSE;"Mathematics, Natural and
Engineering Sciences";6
515;TRUE;Biology and Medicine;0
516;TRUE;Humanities and Social Sciences;8
517;TRUE;"Mathematics, Natural and
Engineering Sciences";0
518;TRUE;Humanities and Social Sciences;3
519;FALSE;Biology and Medicine;3
520;TRUE;"Mathematics, Natural and
Engineering Sciences";3
521;TRUE;Biology and Medicine;0
522;TRUE;Biology and Medicine;0
523;FALSE;Humanities and Social Sciences;3
524;FALSE;"Mathematics, Natural and
Engineering Sciences";1
525;FALSE;Humanities and Social Sciences;5
526;FALSE;"Mathematics, Natural and
Engineering Sciences";0
527;FALSE;Humanities and Social Sciences;0
528;TRUE;Humanities and Social Sciences;0
529;TRUE;"Mathematics, Natural and
Engineering Sciences";0
530;TRUE;"Mathematics, Natural and
Engineering Sciences";0
531;TRUE;"Mathematics, Natural and
Engineering Sciences";0
532;FALSE;"Mathematics, Natural and
Engineering Sciences";0
533;TRUE;Biology and Medicine;7
534;TRUE;Humanities and Social Sciences;2
535;TRUE;Humanities and Social Sciences;0
536;FALSE;Biology and Medicine;0
537;FALSE;Humanities and Social Sciences;0
538;TRUE;"Mathematics, Natural and
Engineering Sciences";0
539;FALSE;Biology and Medicine;5
540;FALSE;"Mathematics, Natural and
Engineering Sciences";0
541;FALSE;Humanities and Social Sciences;2
542;TRUE;Humanities and Social Sciences;0
543;TRUE;Biology and Medicine;0
544;TRUE;"Mathematics, Natural and
Engineering Sciences";6
545;FALSE;Humanities and Social Sciences;2
546;TRUE;Humanities and Social Sciences;1
547;FALSE;"Mathematics, Natural and
Engineering Sciences";5
548;FALSE;Humanities and Social Sciences;3
549;TRUE;Humanities and Social Sciences;5
550;TRUE;Biology and Medicine;7
551;TRUE;Biology and Medicine;1
552;TRUE;"Mathematics, Natural and
Engineering Sciences";2
553;TRUE;Biology and Medicine;0
554;TRUE;Humanities and Social Sciences;0
555;FALSE;"Mathematics, Natural and
Engineering Sciences";0
556;FALSE;Biology and Medicine;1
557;FALSE;Biology and Medicine;1
558;FALSE;Humanities and Social Sciences;3
559;TRUE;"Mathematics, Natural and
Engineering Sciences";0
560;TRUE;"Mathematics, Natural and
Engineering Sciences";0
561;TRUE;Biology and Medicine;6
562;TRUE;Biology and Medicine;3
563;TRUE;Biology and Medicine;0
564;TRUE;Humanities and Social Sciences;4
565;TRUE;Biology and Medicine;4
566;TRUE;"Mathematics, Natural and
Engineering Sciences";5
567;TRUE;Humanities and Social Sciences;1
568;FALSE;Biology and Medicine;1
569;TRUE;Biology and Medicine;1
570;FALSE;"Mathematics, Natural and
Engineering Sciences";0
571;FALSE;"Mathematics, Natural and
Engineering Sciences";15
572;FALSE;"Mathematics, Natural and
Engineering Sciences";0
573;TRUE;"Mathematics, Natural and
Engineering Sciences";0
574;FALSE;Biology and Medicine;0
575;TRUE;"Mathematics, Natural and
Engineering Sciences";1
576;TRUE;Biology and Medicine;0
577;FALSE;"Mathematics, Natural and
Engineering Sciences";2
578;TRUE;Biology and Medicine;0
579;TRUE;Biology and Medicine;0
580;TRUE;"Mathematics, Natural and
Engineering Sciences";1
581;FALSE;Humanities and Social Sciences;0
582;FALSE;Humanities and Social Sciences;5
583;TRUE;Biology and Medicine;0
584;FALSE;"Mathematics, Natural and
Engineering Sciences";0
585;TRUE;"Mathematics, Natural and
Engineering Sciences";0
586;FALSE;"Mathematics, Natural and
Engineering Sciences";0
587;TRUE;Biology and Medicine;0
588;FALSE;"Mathematics, Natural and
Engineering Sciences";1
589;FALSE;Biology and Medicine;11
590;TRUE;Humanities and Social Sciences;2
591;TRUE;Humanities and Social Sciences;1
592;TRUE;Humanities and Social Sciences;4
593;FALSE;Biology and Medicine;5
594;FALSE;Humanities and Social Sciences;0
595;FALSE;Biology and Medicine;0
596;TRUE;Humanities and Social Sciences;0
597;TRUE;Humanities and Social Sciences;4
598;FALSE;Biology and Medicine;2
599;TRUE;Biology and Medicine;0
600;TRUE;"Mathematics, Natural and
Engineering Sciences";0
601;FALSE;"Mathematics, Natural and
Engineering Sciences";0
602;FALSE;"Mathematics, Natural and
Engineering Sciences";3
603;FALSE;"Mathematics, Natural and
Engineering Sciences";2
604;FALSE;Humanities and Social Sciences;0
605;FALSE;Biology and Medicine;1
606;TRUE;Biology and Medicine;0
607;FALSE;"Mathematics, Natural and
Engineering Sciences";0
